#Gene product	SG1-2015-06-1	SG1-N-2013-04-2	SG1-2015-06-3	SG1-2015-06-2	SG1-2015-06-5	SG1-2015-06-4	SG1-N-2013-04-4	SG1-N-2013-04-3	SG1-N-2013-04-1	SG1-N-2017-02-5	SG1-N-2017-02-1	SG1-N-2017-02-2	SG1-N-2015-12-1	SG1-N-2015-12-3	SG1-N-2013-04-5	SG1-N-2015-12-5	SG1-N-2015-12-4	SG1-2014-09-5	SG1-2014-09-4	SG1-2014-09-1	SG1-2014-09-3	SG1-2014-09-2	SG1-N-2017-02-3	SG1-N-2015-12-2	SG1-2017-02-5	SG1-2017-02-4	SG1-2017-02-3	SG1-2017-02-2	SG1-2017-02-1	SG1-2016-02-1	SG1-2016-02-2	SG1-2016-02-3	SG1-2016-02-4	SG1-2016-02-5	SG1-N-2017-02-4
(R)-citramalate synthase	21.814311	53.593183	66.058944	95.801125	60.713642	58.514189	57.175592	43.017987	50.568296	57.316988	48.055976	60.296859	80.634266	59.262389	34.3683276	63.393488	73.185977	33.096597	41.465435	38.374289	30.192049	27.1771598	57.445417	67.491618	34.325641	45.046802	23.708555	37.155278	42.63076	68.357768	57.243672	62.650463	38.695996	66.0627	35.446522
Serine/threonine-protein kinase AfsK	650.855995	864.7793943	774.3213425	674.5688973	664.1009946	671.7753583	782.196765	791.9187636	865.9941172	690.3891957	727.84962877	809.65464635	701.93567817	696.03023246	813.2455476	630.7482879	616.6864368	695.9468225	535.4369938	721.5048647	532.2227933	707.2384105	702.3293857	768.3261114	696.3938088	630.6342679	689.7097869	832.3610747	826.2894627	463.16964092	600.5403751	462.7984205	636.3961071	562.81976678	723.10303543
Inner membrane ABC transporter permease protein YdcU	118.7558181	81.2492625	33.8743688	57.9837347	58.4581765	56.5428288	109.8015657	93.1476535	77.166272	42.6836867	77.20539425	50.6638149	46.6169708	51.82479411	98.6307238	44.9667561	53.5395206	67.0826371	61.1300634	87.0855586	52.3451458	55.3000264	60.7927673	39.5375361	32.9501058	29.2501489	41.5027148	79.6172456	59.1472976	40.03757904	37.1884864	34.1859721	47.4827416	37.43830416	32.71349368
Inner membrane ABC transporter permease protein YdcV	214.4824572	265.7318205	194.1948868	178.1199222	186.0948393	172.1892999	237.5246851	243.7266722	263.7047518	196.9053611	226.0708673	233.8842002	211.3290682	198.0572206	189.6181482	234.0380735	155.3555975	135.6646968	160.6076728	139.3786468	143.1958023	147.3762557	178.9268409	199.6111996	224.2275822	216.9284462	252.8152499	313.514527	273.2412271	121.931045	205.1758458	132.9299364	193.9034674	171.881409	278.7856736
Violacein synthase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23156	0.618085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95553	0.508475	0.0	0.218473	7.18021	0.750168	0.0	0.0	0.0	0.0
Sporulation thiol-disulfide oxidoreductase A	10.338151	13.0548262	27.239535	14.14293	19.102365	15.3512395	14.525156	14.1026287	12.942788	36.597588	52.847096	23.6451834	26.8399065	23.738019	14.9237136	37.528229	50.605767	15.710132	18.3698378	13.1135612	22.6640422	22.8835583	15.5603495	27.133889	40.7364387	41.9968663	44.298865	37.7564291	43.2583491	41.864201	47.444789	49.5671591	37.650601	39.13451	19.339949
Curved DNA-binding protein	15.7285474	41.9762424	41.461396	76.032112	44.0595325	41.19906	44.6287958	34.4867149	29.78153	28.499577	22.4325204	43.958956	60.679611	35.1309895	18.371404	38.597804	52.154498	15.0470477	21.649836	26.6173282	15.310132	12.26286	35.461663	42.5484177	16.10287	24.249423	22.762941	27.5185	25.560257	32.3380553	36.1956984	27.776076	29.825937	40.183777	23.1646458
Bifunctional IPC transferase and DIPP synthase	36.134865	32.7671579	69.743103	61.434833	55.638339	57.177805	38.1754328	31.986523	30.124187	34.5895983	52.5705764	36.5813513	68.1025196	92.634687	26.77822	51.3838362	43.0424635	52.179417	28.8567163	42.474644	26.9251425	77.2988328	43.045495	94.5102437	24.2259774	28.1288055	28.661523	45.8941184	37.046907	42.87854921	58.85922625	55.1386852	35.2177079	41.1244757	35.469606
Putative short-chain type dehydrogenase/reductase/MSMEI_5872	142.189445	110.7808527	47.088113	83.955567	100.068421	115.469835	74.410349	63.363901	96.6551995	36.533457	34.833023	105.620478	68.171823	46.1343553	95.246287	31.4310715	31.034562	139.478798	76.051927	102.635468	44.3100848	119.9131769	66.293523	40.9267254	58.506537	53.1140565	28.104205	56.0975595	44.3887951	11.1704659	43.255944	36.873581	69.155136	34.704516	21.7643279
tRNA-Val(tac)	375.1782936	333.20662229	278.2852024	289.585118	289.622256	282.9957488	286.9271826	263.8454007	292.835988	294.5170914	255.9716176	380.2501632	380.1551143	378.718836	280.4988332	282.5473006	269.5762398	282.4524085	194.9094571	306.4658114	180.9903305	285.98267608	353.1183501	362.6319502	213.2733537	238.5450578	229.6344681	233.0258199	251.4348173	176.35074405	213.0603988	207.2899873	240.5988394	203.1093563	256.5788367
Cobalt-containing nitrile hydratase subunit alpha	32.19378	59.370937	23.797323	24.722931	22.47769	23.768522	27.9448111	27.006497	54.21645	18.5245229	16.7035272	28.987107	28.1847035	27.8979752	35.449171	17.672706	11.7309558	39.478523	19.123765	31.542876	19.757741	40.7477411	33.530525	21.787637	18.99188	20.4337094	24.6366791	18.7663858	30.668236	13.0891774	11.4171604	11.609405	18.601619	12.4445167	31.090983
ABC transporter ATP-binding protein YxdL	0.617841	0.873063	1.37359	0.469781	1.15272	0.953361	1.68791	0.688319	0.637524	1.33624	5.3822	0.357916	1.29285	2.34428	0.752457	1.65879	3.79923	1.14934	1.1734	0.116763	0.980927	1.12072	1.22378	1.28552	2.09641	5.07952	2.30408	2.74868	5.2914	1.75776	3.82459	1.70081	1.47748	10.9862	1.79562
50S ribosomal protein L9	30.2277904	61.5451372	116.6754368	123.354007	92.8774268	82.6124159	73.191892	60.3903067	68.5045043	95.6183889	78.441766	76.3632967	117.5956672	99.9889344	47.9005399	106.9605386	111.459408	54.0682974	64.525602	64.5685919	64.963999	42.8196064	84.644768	95.5644482	69.2707846	57.2683571	43.645112	64.8416748	57.2191048	90.994479	101.386683	106.8991808	100.197307	109.3759823	64.1858672
Acetamidase	101.5842877	3.0860564	16.7358123	21.2907057	23.2703986	22.8468711	6.5359437	8.008895	2.9301296	5.430055	3.4436863	8.908326	6.082733	11.444871	7.728763	8.6812442	6.041409	24.31795681	13.5228951	29.9569715	12.4863865	16.2813345	8.5207088	7.5832834	11.2410091	11.7442181	14.800844	15.233632	16.339048	3.168713	9.127569	2.914888	11.729083	14.932214	5.365147
50S ribosomal protein L2	211.9379949	235.7315207	205.7940984	232.4478364	214.1846138	200.9564605	246.2198924	208.764197	228.9467087	243.9608841	224.2971391	259.2031502	300.3618414	286.32138812	219.3578492	233.7525382	226.8500882	194.6877952	155.6339864	220.193806	137.4853048	201.6023255	228.036934	282.5439367	149.76933317	151.4198384	141.2815669	145.9634005	156.0385733	190.71711101	207.72026425	193.1149221	206.9464088	183.8018659	168.1578603
50S ribosomal protein L1	307.0921324	263.3386179	245.5010516	276.2141456	273.650322	266.9969618	244.7389456	222.0937207	256.72354469	240.5322042	234.5319562	248.0792088	267.23768	266.32885082	226.83667616	251.7958216	272.86952029	271.2626296	190.702902	270.6742486	178.7254726	266.22933258	243.9369342	275.7838175	180.98856627	188.31496063	195.0265798	192.3670825	195.0858362	227.7586216	240.8380096	238.8391546	196.83078	220.9135543	157.4678865
Phospho-2-dehydro-3-deoxyheptonate aldolase	29.0279334	75.4459364	88.8153393	162.8594008	101.9586227	83.4445768	80.0542186	54.207948	77.5145931	61.655099	39.8238893	110.9334613	111.672583	73.6460278	31.5735848	67.2194008	78.8111222	32.7473422	65.086337	64.449403	51.0155057	26.2869989	94.568	101.122654	24.633538	34.107066	16.4500215	49.481939	34.998432	52.2229696	46.23224	56.5164369	35.387858	80.086787	37.23322
50S ribosomal protein L6	166.7394554	231.6231512	227.3305488	238.9788636	225.847012	213.0767427	197.1075576	179.2583263	227.5029919	216.8307161	231.9992542	215.1809151	244.3569625	230.72394242	184.8530747	248.3411838	240.2936483	175.3908133	179.9497834	175.1960248	157.6872911	217.3716998	184.1475561	224.3988609	164.87879577	188.5953158	172.3346129	180.4631557	175.7236165	201.3512247	213.3009036	223.1215329	196.2339078	219.139064	162.9852531
50S ribosomal protein L5	279.8502539	200.9777978	232.5823023	257.6114228	246.653254	261.2585562	229.6711095	230.9223263	201.8754724	250.568018	261.7973702	259.8535052	261.6621798	252.90401342	194.6452447	281.6000844	249.888631	222.6805385	194.1573722	233.2920328	179.4569442	271.1698952	246.9195641	265.6182395	187.92843257	242.7941259	218.5222187	227.5230097	202.1553765	218.90855491	240.37429325	229.9699382	198.8091568	257.5154368	193.6862791
50S ribosomal protein L4	84.391039	122.480283	195.1529694	187.1184941	165.314625	150.6004295	133.917127	113.359181	119.618996	239.097582	227.7430952	163.707374	244.2807705	244.1925343	109.9458208	238.61014	243.9549546	105.8633102	121.6803646	116.322056	121.4921808	112.5014464	148.7919643	230.3840623	138.06577367	132.1594184	132.8042397	130.03491	119.2034214	256.4415234	236.5955138	273.3004619	187.178402	226.090408	143.3487883
Riboflavin transporter RibZ	7.440417	24.3988555	34.978858	68.4824294	33.8338691	32.1355536	25.6261061	16.5446953	22.303257	23.476193	11.8043892	36.44571	39.177308	29.7716442	6.856623	30.143436	30.2627	10.7203632	19.415113	14.9910618	13.5726935	3.8791615	29.871072	43.0727173	14.9640972	9.304483	7.886025	19.532123	12.108886	19.270113	15.090125	23.803165	10.027371	23.7574677	19.736963
3'%2C5'-cyclic adenosine monophosphate phosphodiesterase CpdA	500.0713235	523.7670288	648.0417765	653.2490112	627.4675294	573.3181509	476.60207171	467.7383558	513.6930487	576.69202208	503.8062573	537.0840896	577.1686311	525.3349254	481.86863142	596.6378507	551.057184	540.3541942	489.1801419	491.7988448	457.8321121	539.39544375	498.4434926	515.31553543	506.7128134	446.7032577	479.5563007	597.76423837	528.1591204	453.70228993	518.5608856	519.8494268	531.7557053	510.8969282	415.1810705
HTH-type transcriptional repressor	55.89095	15.48936	13.28443	29.75591	23.41714	22.71634	19.667488	15.128281	15.78123	7.051405	4.377933	7.052545	11.059931	7.90078	13.102821	1.780928	8.13014	27.57556	18.4784	33.38027	13.109621	16.337591	12.815912	9.3001271	3.442725	1.413041	0.6526869	0.9270356	0.389135	2.898271	2.6239785	8.5906	3.1817194	3.250041	1.5902995
30S ribosomal protein S18 1	0.0	1.09461	4.63232	3.25545	1.11383	0.0	0.0	0.0	1.18075	1.18212	0.757584	0.0	0.987603	0.0	0.0	0.972187	0.0	0.0	1.01854	0.0	0.0	0.493235	1.722394	0.0	1.11314	0.0	0.0	0.0	0.0	0.0	1.05129	0.0	0.0	0.0	0.0
putative ABC transporter ATP-binding protein YbiT	9.7966564	22.883745	36.079509	58.53485	36.6678092	29.940991	24.58451	15.7719766	22.7089856	32.70989	23.236815	38.8929019	42.3279537	34.150295	7.4629878	35.505014	31.80804	9.610997	19.783142	14.457459	15.951565	5.5945362	29.921565	46.9111163	13.1879366	25.32047	24.7752432	21.2712063	26.843796	26.387276	27.6178868	17.349555	14.959268	29.9448092	21.219926
Superoxide dismutase [Mn/Fe]	214.3556039	82.1245622	93.6000847	109.9880968	132.0937794	121.8754496	96.9829945	107.5304165	93.4084327	88.366707	101.2650159	115.0341804	89.4444108	92.49043422	115.2629054	87.0215562	65.194614	151.5779676	100.9181572	128.1138204	84.3308137	175.8184146	129.5083587	101.7694653	103.789686	89.7987156	112.994516	151.4647377	112.7684893	52.3061551	84.262245	48.7933133	73.7262095	58.27362575	72.0639236
Putative metal chaperone YciC	375.5313488	469.2123029	346.3287801	403.84881	372.42143836	337.3721502	625.8141425	546.4147592	469.8099286	303.0205496	282.9729237	433.635077	449.6961738	417.1436998	444.603032	369.6144635	341.5996642	273.0143408	330.71909026	314.843216	274.1052507	245.43672902	381.869285	407.4842106	337.6887415	331.4231208	268.2677704	549.6048979	474.4606973	234.021654	272.172822	198.598396	274.3953876	303.132688	383.8726459
Proline dehydrogenase	39.3098088	83.761	55.7516074	34.0975399	37.5494745	49.3769413	118.2122034	82.9020632	77.053719	41.068259	52.85001	64.7065102	45.4726695	53.7443112	106.8896761	61.7006674	33.6568678	78.335634	58.8858961	71.1416769	59.960731	91.3425476	56.5317191	47.729478	61.2019247	63.6370454	54.025317	46.824077	75.173635	22.433081	33.4885526	35.8378103	28.943568	27.569431	57.1707792
Lactate utilization protein A	221.7508202	178.2202901	141.7825727	195.6864108	165.6675951	136.180029	154.296351	129.3473185	167.8416469	101.9163502	88.8459747	179.1272763	135.6976283	124.945745	136.6745358	101.717615	95.025605	186.2885448	114.7590638	198.9256281	103.988822	162.914233	159.9549611	151.8802024	87.5150695	90.4606766	78.4911486	80.6705058	90.388704	80.4776224	67.5097115	86.5511401	77.70675	74.408127	93.8615575
Lactate utilization protein B	99.4289112	128.2753074	86.7974349	95.9289132	92.7330587	88.3815026	112.9372141	104.365352	122.3757838	79.5958693	102.2205065	117.0208601	95.709254	83.6211548	123.008787	85.565001	79.7557368	95.9490988	68.2310008	103.5593236	56.0892237	85.2313076	88.4545923	89.5369033	83.3513247	83.3443292	85.3244193	125.5324234	111.9505029	61.0968212	79.0726805	57.4453779	79.223965	71.6373195	102.1894327
Lactate utilization protein C	250.6418177	185.0627331	138.9596049	148.27327	140.7409377	151.8414755	207.5257211	173.860757	182.1537008	121.3880483	141.6449242	168.0064681	147.0016238	142.0821435	190.237726	122.103235	112.5940218	183.9865121	126.1928735	183.3783006	112.2602676	161.8192884	157.8619211	145.0582034	124.7713407	128.2544474	111.2126243	161.5439807	156.998714	84.7303862	86.8560335	98.2728279	114.966144	100.5500915	127.5024496
D-lyxose ketol-isomerase	0.0	5.413885	0.702947	2.088351	1.60491	3.54275	1.131725	0.896581	8.12919	0.334095	0.673723	2.651746	0.298629	1.139293	4.396503	0.464567	2.541481	3.748425	0.13703	4.543982	1.25976	2.8818481	7.19125	1.82822	2.383819	3.458027	7.0884	1.685925	2.612056	0.158342	1.071325	0.793368	0.344341	0.840377	0.535759
Regulatory protein AfsR	8.963415	34.996558	6.301022	6.183884	6.5936755	8.7300773	5.214121	5.9953772	38.38912	11.720263	8.7076766	5.307059	6.0727551	3.5065228	19.287225	2.5969369	1.7976862	5.818156	3.3549191	8.428323	2.3383258	14.122024	5.556661	3.9676873	6.9079204	2.6285989	4.526654	9.045424	14.4535585	1.2545398	5.04772	5.227223	4.215391	4.1626422	3.008429
Adenosylcobalamin/alpha-ribazole phosphatase	1.3974788	10.376416	3.205425	1.093068	3.352647	4.631313	9.737976	8.001949	9.952879	4.38797	4.748678	4.797867	15.702821	7.443854	5.86009	6.79992	7.512708	0.837556	6.566434	3.65273	4.522089	1.7686601	4.518858	7.34158	8.215936	4.755922	5.410436	6.912736	4.738199	2.805432	5.168883	4.204113	2.220339	6.120686	5.417897
Thermostable beta-glucosidase B	135.2120865	71.783476	60.2187939	67.4317527	66.6147422	75.182893	90.4968126	84.45022	67.4350549	30.9837202	35.9629871	49.6686873	42.3123	42.983474	83.2217	26.3336632	39.496885	103.1807388	72.5837199	118.9600686	71.442696	61.9769639	77.0773876	44.0214531	39.439498	40.966028	32.4717248	29.5649761	48.523021	26.0291178	35.6118051	43.151491	28.610382	39.5155795	21.96748
GTP cyclohydrolase-2	38.3843964	54.3351108	88.260402	60.969142	72.993511	64.7868075	50.421081	56.739756	53.7562978	106.5417741	120.5646397	67.8727695	101.2186737	111.4465468	56.6002685	115.448506	128.62553	65.917858	60.8345129	51.237692	58.7199033	67.8825425	64.3294943	101.5938933	79.6378791	78.2843441	65.362173	75.958417	55.9858487	163.892694	126.996561	159.1447037	116.954205	140.396138	82.42834
Putative glutaredoxin.1	0.190004	1.81529	0.68879	0.926164	0.500546	0.72938	1.17623	1.43737	1.6176	1.40827	0.720512	0.453826	1.21748	0.546314	0.201246	2.9216	2.97221	0.65737	0.752404	1.21678	0.750748	0.555459	2.05561	1.27491	2.07956	4.32213	0.453841	0.769089	1.87645	5.50073	3.035	4.38078	2.68374	1.77504	0.194756
Transcriptional regulatory protein DpiA	1.1055055	7.434729	0.971022	0.647993	1.05015	1.82602	2.914421	3.83872	9.904765	1.1063666	2.145181	3.36099	2.503919	0.878948	6.574342	1.774925	1.88288	1.388809	0.836168	0.688624	0.808206	0.9735379	3.856278	1.390937	4.3173895	0.936726	6.052299	2.4708339	1.4255554	1.67096	1.27106	1.36534	1.79858	1.3872928	1.97767
Putative HMP/thiamine import ATP-binding protein YkoD	98.683363	87.311356	59.8657739	62.6099826	62.3213048	58.8101083	67.4238506	55.4569515	93.7329396	49.0196414	47.6340815	64.171782	50.9696223	45.4073637	61.6451359	50.7988489	59.93738222	69.856148	44.530902	68.7664177	38.2837818	63.4393173	44.1269254	47.7854793	56.1378452	64.2885916	76.0200676	56.80789	69.673387	40.8702978	53.0762501	52.7692177	45.7241449	51.54119763	34.5126497
putative HTH-type transcriptional regulator RhmR	79.626142	51.800054	50.359979	69.069362	50.125804	48.6583862	59.2351696	57.6757468	47.970168	33.152502	33.167968	67.951855	59.708506	46.488014	42.218438	31.2802239	33.251427	70.909635	29.832821	81.126252	29.359045	61.5784135	45.374918	52.710033	29.23292	20.063854	43.514103	32.255141	29.192255	25.252212	23.685652	29.618688	27.160568	17.1626477	52.010923
Bacteriohemerythrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.103106	10.0589	0.379513	0.0132792	6.2929	0.0132424	0.0	1.79182	0.0	0.218325	0.0
Delta-aminolevulinic acid dehydratase	235.3763114	299.9358123	263.3811422	325.1533955	264.3759708	268.5402837	252.1221298	218.9732931	287.8348444	207.5825924	203.68275188	278.1122309	310.3664086	240.31490214	204.905902	249.0231224	243.1245309	180.8021908	169.7681098	236.4889116	150.9142558	183.104196577	268.9256797	290.74923397	163.9142044	168.1937574	190.6879292	243.4200361	205.2183074	182.4949386	194.9269839	174.7464777	170.2219149	202.7326873	177.72278674
Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1	0.0	0.0	0.0	0.977713	1.35779	1.54923	0.0	0.0	0.678065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.769357	0.0	0.577566	2.25506	0.649774	1.47222	1.03443	0.630615	0.171952	9.62727	0.328582	0.0	7.08378	0.0	1.92059	1.20177	0.0	1.448274	0.0
Type-2 restriction enzyme DpnII	0.0	1.17302	0.0	1.80672	0.0	0.0	0.499187	1.221974	0.0	1.38568	11.5232	1.54347	1.14854	1.081483	1.619941	0.92832	0.0	1.50096	0.0	1.40905	1.34878	0.0	0.414174	0.0	1.7281623	12.020228	0.251839	1.56075	12.63019	0.0	0.0	1.70465	0.0	5.750433	1.67465
Manganese-dependent 2%2C3-dihydroxybiphenyl 1%2C2-dioxygenase	32.1101289	24.8617781	37.8579459	33.6610892	33.9162625	31.278343	22.1991392	15.9589876	30.5112936	22.781596	34.4469094	42.3783489	23.987006	21.5561338	18.6571964	35.0827999	21.6312571	25.3657084	30.7098129	24.180033	26.7157426	27.3724367	20.2370831	22.2865066	27.6539932	36.2446061	39.519874	26.5817696	35.2214194	23.467648	20.9038163	26.1335574	41.866802	22.0666656	20.985494
Antitoxin MazE5	0.0	0.0	0.0	0.19162	0.0	0.146071	0.128913	0.0	0.13014	0.0	0.0901299	0.0	0.113003	0.0	0.0	1.12735	0.600013	0.144022	0.0	0.143064	0.0	0.0595417	0.0998986	0.0	0.128468	2.52931	0.122613	0.0	1.5903	4.54554	0.24045	0.379273	0.647794	0.222699	0.129329
Dihydroneopterin triphosphate 2'-epimerase	0.0	0.0244369	0.103804	0.0	0.0	0.0600828	0.0	0.0	0.0537064	0.0258968	0.0187531	0.0	0.421373	0.0613328	0.0318405	6.47749	2.26625	0.0	0.167734	0.0	0.221987	0.0124113	0.227016	0.0	0.793024	1.30795	0.202042	0.222727	1.3163	0.616767	2.47069	0.2723	6.80219	0.574497	0.106887
Methylmalonyl-CoA decarboxylase	31.5595289	17.0385112	16.405738	18.171555	15.5430376	13.2872752	31.2506917	16.6239772	14.8611003	10.3631161	17.62853	15.5396706	17.3803051	10.667403	12.4810192	14.756204	14.918189	15.0979128	20.1873818	22.6957349	9.6071343	12.1945652	17.2141992	16.7226024	8.506393	15.3336697	10.79853	13.144931	13.2611726	9.754648	10.0503286	9.528828	12.214535	12.178203	22.42182
Pyrimidine 5'-nucleotidase YjjG	784.2621649	580.9495598	479.0673612	527.1990996	557.71231951	590.7499977	591.5498871	587.8388126	594.5338751	502.2452719	544.416653	578.5966052	506.2487461	491.6379579	663.0200312	494.6685828	478.854417003	667.46108743	515.8463767	727.1276345	515.8843338	625.4636671	551.7633822	530.7870737	527.4626335	491.5986838	512.9143452	641.4800012	528.6694114	384.9427764	493.3915827	414.7418471	431.3425982	423.2898643	463.1826607
Imidazolonepropionase	453.7438	515.4605069	437.6685136	428.9095573	463.4140554	453.0035542	554.0870473	513.1760343	490.144159	467.7139926	477.9314506	399.0454419	505.5397414	483.720006	571.0135591	474.237263	466.712742	498.979847	438.6982752	518.7718683	379.5424584	450.9068384	454.1375808	462.4209156	416.1008716	436.3086429	413.885744	489.295219	440.81523668	380.8157783	458.6880683	435.6910291	428.3424907	467.47171179	403.6326277
Chloromuconate cycloisomerase	20.1114607	32.698535	32.1687363	29.0933853	49.6821888	44.027015	28.4629083	42.487944	29.025456	13.322508	19.3103183	41.791144	24.850829	22.568925	36.510423	42.8015106	23.808659	55.701647	39.0611545	51.120884	25.661631	28.7094558	39.515848	30.711722	36.9963334	34.274251	37.0013983	22.239457	15.6102586	35.9309001	19.676683	25.0751964	29.0604449	20.8486502	30.8701409
Putative K(+)-stimulated pyrophosphate-energized sodium pump	24.398436	37.004458	54.6554951	37.429564	38.382593	53.711938	39.989021	37.148751	35.931935	102.964293	91.887261	33.845604	65.069163	52.9121364	39.003061	64.16874	91.7363596	31.4493	56.5630268	33.1799603	50.723519	32.3874259	46.962708	48.001453	74.562035	42.8175748	53.756824	51.291452	49.368742	63.441415	95.027644	84.456339	75.933962	89.620613	46.934576
2-oxoglutarate dehydrogenase E1 component	6.815358	22.2940997	18.8155265	9.218785	11.088183	11.738274	18.446151	16.074671	19.3297068	13.4154052	23.5355631	8.555322	24.220993	19.6327582	13.527998	28.042484	20.047164	10.0673294	11.940606	8.968569	11.3940804	12.299952	14.749436	13.962045	12.281172	17.004413	26.192794	18.382293	14.5256928	14.13481	32.375773	17.608406	31.691104	21.872117	15.3698861
Ribonuclease VapC1	1.536533	2.6555599	5.701597	2.286559	2.395752	3.8504923	4.437683	5.516706	2.5970644	10.4042348	7.724289	5.232461	3.6110135	3.0293793	1.819929	10.89181	5.6265	3.75745	2.556034	2.8314273	3.567586	2.3573471	5.402046	3.1859673	8.737716	6.021885	7.796602	6.449827	9.078619	15.294223	7.99713	9.24258	9.15811	3.657816	6.802427
Glycine betaine/proline betaine transport system permease protein ProW	31.22739	46.737257	92.520412	75.690226	62.526222	49.133824	53.286013	53.277982	47.946517	108.836077	93.32598	65.479287	87.686357	96.429062	47.679856	95.713341	96.791283	38.851558	60.976202	46.84932	81.002337	59.826123	59.80028	116.385704	86.130559	77.0820775	85.2366472	70.9692796	73.3984783	103.3722372	126.5966841	164.177683	114.173552	123.875589	69.7497912
Acetyl-coenzyme A synthetase	1407.4142453	1148.0218556	959.051753	1040.6588793	1043.35646191	1076.1913696	1148.0752608	1056.5131972	1106.5550832	836.2409213	1008.43454264	1063.2008982	944.2975165	924.0846313	1121.0609393	858.926891	764.8323341	1115.83866213	869.5219645	1298.3372381	866.1777429	1101.020513	1072.4438239	1004.2365918	752.515227	846.02002832	836.5349247	1044.0510592	925.5760741	580.87579538	734.8675875	609.779785	688.803139	701.78924407	1027.4587458
Acyl-coenzyme A thioesterase PaaI	170.2545789	117.7742967	88.0491216	81.5787897	85.1140456	108.4497807	125.333109	119.5937507	109.1766753	77.8460189	81.88918599	84.9108683	82.1548691	82.9429411	146.5356056	73.46969	59.8056472	160.562565	76.426786	169.1811445	72.3473694	122.2224974	104.945797	95.4530645	72.5779349	75.2771824	55.6890264	107.4283385	98.4594118	52.06591734	57.3264924	53.3222557	65.5594843	47.1474536	47.7242382
Pectate disaccharide-lyase	0.27218	0.810087	0.748791	1.158231	0.897221	0.762114	0.470076	0.612005	0.679353	1.241145	1.103625	1.155371	1.940513	1.086303	0.653925	2.067879	0.813237	1.739414	1.413575	1.287825	1.237132	1.24184	0.699008	1.868252	1.279204	1.79392	0.79359	1.27309	1.281111	1.463874	2.697934	1.051545	5.237318	2.295661	1.270155
2-oxoglutarate carboxylase small subunit	26.351844	88.7993905	77.459386	95.4816701	78.980252	82.5974145	92.8101215	84.3335794	82.902584	54.6183205	72.1017407	78.471974	76.414969	64.0245873	100.1982084	63.3135527	54.080813	62.1812822	56.5969891	53.6031766	49.6799352	63.7845318	65.6568511	62.8707728	60.8530595	82.4548104	68.280649	55.5268505	67.7153119	37.3387221	60.3897565	52.250728	57.4638137	71.0591635	98.647351
Sodium/pantothenate symporter	327.9220825	199.5976447	152.7035596	166.9111179	179.3614741	171.1656091	168.7121132	158.9530593	195.3067189	106.11283671	136.4119029	163.2758242	162.7926027	148.2995306	160.5774542	122.5148616	112.7608093	151.0344621	113.493875404	161.8480062	100.0233182	122.1003152	176.7219482	148.16225672	107.3785996	116.3563487	132.1107573	138.0661679	153.3136174	74.9257755	118.9345075	91.8991745	104.3659832	103.5225066	113.09039669
Microbial collagenase	471.657825	247.19036789	276.7340745	290.8189574	281.2722109	260.4619397	247.46779984	240.7753674	254.2933984	319.6768662	267.4230555	283.9742721	301.1696844	327.22140648	266.0183888	271.1980992	299.1847319	314.8908489	205.369273	296.1136634	195.5651204	311.8714321	298.7072862	350.4106079	215.5205436	208.9555831	214.9043514	212.9062021	223.8479664	289.55874305	275.5458639	282.05923017	217.7372877	302.0017571	229.562789
Gamma-glutamyl-L-1-hydroxyisopropylamide hydrolase	18.71038	14.6557631	36.601181	38.1205729	35.030881	36.960092	32.018138	26.178549	17.6375745	30.363723	39.9088258	38.2548906	27.9919979	34.0439508	28.071791	43.1065152	34.6939549	38.1706067	22.5215221	35.4183028	21.154136	32.1485183	50.3004892	33.613831	38.0122251	30.3037776	34.363149	26.452967	25.1611741	39.039379	35.478614	48.966218	38.279501	54.6809033	19.8076208
Xaa-Pro dipeptidase	157.2367524	145.5035522	119.4727286	134.5586815	146.1656103	155.6321749	111.2090591	129.28232	162.3442697	100.3598446	101.4944551	113.5681161	131.8573576	116.0961794	167.7913377	105.575177	100.1223282	170.3982071	131.037452	172.248872	136.215195	172.2519657	119.6808989	121.5365218	118.306402	104.7387429	118.0521358	106.0369184	121.9783675	91.519649	102.3187478	87.1095001	96.4725308	96.7777316	89.1913397
6-hydroxynicotinate 3-monooxygenase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0923866	9.95296	0.441312	0.0	6.51573	0.0	0.0	1.63167	0.0	0.13384	0.0
Sporulation initiation inhibitor protein Soj	665.0582209	584.6192043	603.5488647	733.9145359	546.4995643	524.1606714	510.042583	472.1176947	585.4166372	618.3336094	443.1649347	528.3512393	575.5643058	529.5789643	507.6354899	428.3983592	483.7241762	496.3410055	329.8944056	467.9551947	345.3918742	452.53599645	566.0221885	579.3548367	374.8192262	387.6839141	391.8623221	454.145383	420.95535108	261.81080656	415.92994007	378.7697603	390.4566164	422.84526253	357.5254072
